gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn
Male,0,Yes,No,43,Yes,No,DSL,No internet service,No internet service,No,No internet service,Yes,No,One year,No,Credit card (automatic),88.97,3788.59,0
Male,0,No,No,32,Yes,No,Fiber optic,No internet service,No,No,No,No,No,Month-to-month,Yes,Mailed check,54.92,1688.89,1
Female,0,Yes,Yes,12,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,Yes,One year,Yes,Mailed check,57.81,695.81,0
Female,0,Yes,No,25,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),73.22,1826.34,0
Female,0,No,No,20,Yes,Yes,Fiber optic,No,No,No internet service,No,No internet service,No,Month-to-month,No,Mailed check,112.66,2348.42,0
Female,0,Yes,Yes,27,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),18.0,610.4,0
Male,0,No,No,47,Yes,No,DSL,Yes,No internet service,No,No,Yes,No,Month-to-month,No,Electronic check,107.46,4997.22,0
Male,0,No,No,39,Yes,No,DSL,No internet service,No,Yes,No,No internet service,Yes,Two year,No,Electronic check,109.22,4164.43,0
Male,0,Yes,Yes,65,Yes,Yes,DSL,No,No,No,Yes,No,No internet service,One year,Yes,Bank transfer (automatic),54.87,3506.52,0
Female,0,No,Yes,22,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),49.15,1078.21,1
Female,0,Yes,No,47,Yes,No,No,No internet service,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),66.46,3179.88,1
Female,0,No,No,1,Yes,Yes,No,No,No,No internet service,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),48.51,24.44,1
Female,1,Yes,No,19,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.34,1555.37,1
Female,0,Yes,No,58,No,No,DSL,Yes,Yes,No,No,No internet service,No internet service,Two year,No,Credit card (automatic),84.25,4846.55,0
Male,0,No,No,45,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),23.38,1027.74,0
Female,0,Yes,Yes,2,No,Yes,DSL,Yes,No internet service,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),42.39,93.12,1
Male,0,No,No,54,Yes,No,DSL,Yes,Yes,No,No,Yes,No,One year,No,Credit card (automatic),34.45,1859.74,0
Female,0,No,No,11,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,76.44,839.04,1
Male,0,Yes,Yes,39,Yes,No,DSL,Yes,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Electronic check,96.17,3696.54,0
Female,1,Yes,No,65,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),37.8,2518.29,0
Female,0,No,Yes,15,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,95.96,1500.32,0
Male,1,No,Yes,33,No,No,Fiber optic,No internet service,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),42.26,1456.33,1
Female,0,No,No,43,Yes,No,DSL,No,Yes,No internet service,No,No,No,Month-to-month,No,Bank transfer (automatic),91.56,3903.22,0
Female,0,No,No,5,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,No,Yes,Two year,Yes,Mailed check,61.49,313.42,1
Female,0,Yes,No,63,Yes,No,DSL,No,No,No internet service,No,No internet service,No,Two year,No,Mailed check,56.75,3549.01,0
Male,0,Yes,No,21,Yes,No,DSL,No internet service,No,No internet service,No,Yes,No,Two year,Yes,Credit card (automatic),104.27,2140.93,0
Female,0,No,Yes,17,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,No,No,Two year,Yes,Mailed check,123.63,2115.96,0
Female,0,No,No,11,No,Yes,DSL,No,No,No,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),18.0,91.88,0
Female,0,No,No,51,Yes,No,DSL,No internet service,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),87.98,4529.32,0
Female,0,Yes,No,50,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,75.32,3707.87,0
Female,0,Yes,Yes,70,Yes,No,Fiber optic,No internet service,Yes,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),89.74,6266.15,1
Male,0,No,No,47,Yes,Yes,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,Yes,Mailed check,26.84,1148.02,1
Male,0,No,No,18,Yes,No,Fiber optic,No,Yes,Yes,No,No internet service,No,Two year,Yes,Mailed check,37.47,764.85,0
Male,0,No,No,5,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),49.86,282.21,1
Male,0,Yes,Yes,26,Yes,Yes,DSL,Yes,No,No,No internet service,Yes,No,One year,Yes,Mailed check,76.39,1990.43,1
Female,0,Yes,Yes,52,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),48.02,2462.63,0
Female,0,No,No,47,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,60.31,2781.28,0
Male,0,No,No,6,Yes,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,94.92,559.5,0
Male,0,Yes,No,58,Yes,No phone service,Fiber optic,No,No,No,Yes,No,No internet service,Month-to-month,Yes,Credit card (automatic),131.46,7639.79,0
Male,0,No,No,68,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),92.78,6297.55,1
Male,0,Yes,No,10,No,No,DSL,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),95.78,984.35,0
Male,0,Yes,Yes,14,Yes,No,Fiber optic,No,No internet service,No,Yes,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),64.54,996.35,0
Female,0,No,No,63,Yes,Yes,Fiber optic,Yes,No,Yes,No,No internet service,No internet service,One year,No,Mailed check,43.28,2672.98,0
Male,0,Yes,No,2,Yes,No,Fiber optic,No,No internet service,No internet service,No,No,Yes,Two year,Yes,Credit card (automatic),60.22,132.26,0
Female,0,No,No,68,Yes,No,DSL,No,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),68.26,4728.74,0
Female,1,Yes,No,22,Yes,No,Fiber optic,No,Yes,No,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),35.2,758.86,1
Male,0,Yes,No,52,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.45,4904.45,1
Female,0,No,No,36,Yes,No,No,Yes,Yes,No internet service,No internet service,Yes,No,Month-to-month,Yes,Mailed check,115.58,4183.94,0
Female,0,No,Yes,8,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),73.67,623.16,1
Female,0,No,No,14,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),102.52,1487.77,0
Female,0,No,No,2,Yes,No phone service,DSL,Yes,No internet service,No internet service,No,No,No,Two year,No,Credit card (automatic),106.25,217.96,0
Male,0,No,Yes,69,Yes,No,DSL,No internet service,No,No,No,No,No internet service,Two year,Yes,Credit card (automatic),38.96,2648.5,0
Female,0,No,No,16,Yes,No,No,No,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Mailed check,18.0,316.04,0
Female,0,Yes,No,25,Yes,No,DSL,Yes,No internet service,No,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),55.03,1327.4,0
Male,0,Yes,Yes,20,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),72.88,1474.2,1
Male,0,No,Yes,71,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),34.12,2426.38,0
Male,0,Yes,No,20,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,No,No,Two year,No,Bank transfer (automatic),112.67,2256.04,1
Female,0,No,No,10,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,128.46,1280.49,1
Male,0,No,No,37,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),75.38,2839.16,0
Female,0,No,No,71,Yes,No phone service,No,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),40.55,2909.95,0
Male,0,No,No,34,No,No,No,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),84.59,2910.79,1
Female,1,No,No,13,No,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),40.45,502.67,1
Male,0,No,Yes,13,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,104.29,1273.67,1
Male,0,Yes,No,9,Yes,Yes,DSL,No,Yes,No,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),63.06,547.68,0
Female,1,Yes,No,11,Yes,Yes,No,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),91.82,1031.81,0
Male,0,No,Yes,37,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No,No,Month-to-month,Yes,Electronic check,97.06,3592.84,1
Male,0,No,Yes,33,Yes,No,DSL,No,Yes,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),86.14,2820.98,1
Female,0,Yes,No,40,Yes,No,Fiber optic,No,No,No internet service,No,No,No,One year,No,Electronic check,123.56,4953.47,1
Male,0,Yes,No,9,No,No,Fiber optic,No,No internet service,No,No internet service,No internet service,Yes,Two year,Yes,Credit card (automatic),75.35,664.79,0
Male,0,No,No,16,Yes,No,Fiber optic,No,Yes,No internet service,No,No internet service,No internet service,Two year,No,Bank transfer (automatic),54.9,880.84,0
Female,0,No,No,16,Yes,Yes,No,No,No internet service,No,No,Yes,No internet service,Two year,No,Electronic check,18.0,188.56,0
Female,0,No,No,66,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),18.0,1226.36,1
Male,0,Yes,No,61,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,89.56,5493.8,0
Male,0,No,No,0,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),64.48,0.0,0
Female,1,No,No,11,Yes,Yes,No,No internet service,Yes,No internet service,No,No,No,One year,Yes,Electronic check,45.54,465.34,0
Female,1,No,No,3,Yes,No,Fiber optic,No,No,No internet service,No,No,No internet service,One year,Yes,Electronic check,36.58,84.58,0
Male,0,No,No,41,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),92.23,3790.14,1
Female,0,Yes,No,12,No,No phone service,DSL,No,Yes,No,No internet service,No,Yes,One year,Yes,Credit card (automatic),40.49,484.17,0
Male,1,No,Yes,3,Yes,No,DSL,No,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,118.92,435.75,0
Male,0,Yes,No,68,No,No,Fiber optic,No,No,No internet service,No,Yes,No,Month-to-month,No,Bank transfer (automatic),140.53,9535.62,0
Female,0,No,No,18,Yes,No,DSL,No,Yes,No,No internet service,No,No,One year,No,Mailed check,43.0,766.31,0
Female,0,Yes,No,1,Yes,No,Fiber optic,Yes,No,No internet service,No,No,Yes,Month-to-month,No,Mailed check,90.09,61.98,0
Female,0,No,No,11,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),83.2,991.38,0
Female,0,Yes,No,5,Yes,No,Fiber optic,No,No,No,No internet service,No,No,Month-to-month,Yes,Electronic check,40.37,226.21,1
Male,0,Yes,No,7,Yes,Yes,No,No,No internet service,No,Yes,No,No,Month-to-month,No,Credit card (automatic),40.54,362.32,1
Female,0,No,No,50,Yes,Yes,No,Yes,No,Yes,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),66.32,3461.75,0
Male,0,Yes,No,10,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,35.85,320.36,0
Male,1,No,No,62,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,No,No,One year,No,Credit card (automatic),102.74,6423.79,0
Male,0,No,No,56,Yes,No,Fiber optic,No,No,Yes,No internet service,No,No,Month-to-month,Yes,Mailed check,62.62,3493.88,0
Male,0,No,No,11,Yes,No,No,Yes,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,36.38,365.8,0
Male,0,No,Yes,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,67.33,-5.98,0
Female,0,No,No,7,Yes,No,No,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,83.99,694.35,0
Female,0,Yes,No,10,Yes,No phone service,No,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,48.27,532.8,0
Male,0,No,No,52,Yes,No,Fiber optic,Yes,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),18.0,924.73,1
Female,0,No,No,9,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),73.79,695.21,0
Female,0,Yes,No,7,Yes,Yes,Fiber optic,No internet service,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),33.49,143.98,0
Male,0,Yes,No,35,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Mailed check,46.19,1611.93,0
Male,0,No,Yes,13,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,No internet service,Two year,No,Bank transfer (automatic),84.07,1054.81,0
Female,0,Yes,Yes,53,Yes,No,No,No,No,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),52.36,2847.36,1
Male,0,Yes,No,20,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,65.77,1391.04,1
Female,0,Yes,No,49,Yes,Yes,Fiber optic,Yes,Yes,No,No,No internet service,No,Month-to-month,No,Mailed check,113.59,5610.43,0
Female,0,Yes,No,38,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,59.44,2306.09,1
Male,0,No,No,19,Yes,No,Fiber optic,No internet service,No,No,No,No internet service,No,One year,No,Credit card (automatic),130.64,2449.67,0
Female,0,No,No,6,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),92.2,589.05,0
Female,0,Yes,No,8,No,No,DSL,Yes,No,No internet service,No,No,No,One year,Yes,Mailed check,42.06,267.51,0
Male,1,No,No,0,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,No,No internet service,Two year,Yes,Mailed check,55.71,0.0,0
Male,0,Yes,Yes,25,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,No,Yes,One year,No,Electronic check,32.12,797.73,1
Female,0,No,No,37,Yes,No,DSL,No,No internet service,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),89.12,3323.95,0
Male,0,No,No,37,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,109.74,4090.29,0
Female,0,Yes,No,60,Yes,Yes,DSL,No,No,Yes,No internet service,No,No,One year,No,Mailed check,59.25,3492.15,0
Male,0,Yes,No,43,Yes,Yes,Fiber optic,Yes,No,Yes,No,No internet service,Yes,Two year,Yes,Electronic check,18.0,696.42,0
Male,0,Yes,No,43,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,80.81,3452.25,0
Female,0,Yes,No,61,Yes,No,No,No internet service,Yes,Yes,No,No internet service,Yes,Two year,Yes,Electronic check,44.14,2648.72,0
Female,0,No,Yes,5,Yes,No,No,No,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Mailed check,48.68,274.0,0
Female,0,Yes,Yes,16,Yes,No phone service,No,Yes,No,No,No,No,No internet service,Two year,Yes,Bank transfer (automatic),79.35,1218.96,0
Male,0,Yes,Yes,50,Yes,Yes,DSL,No,No internet service,No,No,No,Yes,One year,No,Electronic check,106.96,5445.22,0
Female,1,No,Yes,37,Yes,No,DSL,Yes,Yes,No,No internet service,No internet service,No,Two year,Yes,Electronic check,92.19,3429.15,0
Male,0,No,No,23,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No internet service,One year,Yes,Mailed check,82.89,1899.12,0
Male,0,No,No,50,Yes,No phone service,No,No,Yes,No,No internet service,No,No,Month-to-month,Yes,Electronic check,65.28,3206.63,1
Female,1,No,No,9,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,30.39,207.45,0
Female,1,No,No,71,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),80.44,5695.19,1
Male,0,No,Yes,20,Yes,No,No,No,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.53,1801.66,0
Female,0,No,No,69,Yes,No,Fiber optic,No,No internet service,No internet service,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),52.15,3511.76,1
Male,0,Yes,Yes,56,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),59.01,3373.14,1
Male,0,No,No,38,Yes,No,Fiber optic,No,No,No internet service,No,No,No internet service,Month-to-month,No,Electronic check,103.3,3870.14,0
Male,0,No,No,32,Yes,No,Fiber optic,No internet service,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),58.23,1880.99,1
Female,0,No,No,58,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),61.88,3611.15,0
Male,0,Yes,No,17,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),67.35,1064.01,0
Male,0,No,No,55,Yes,No,No,No,No internet service,No internet service,No,Yes,No,One year,No,Electronic check,89.97,4929.11,0
Female,1,No,No,56,Yes,No,DSL,No,No,Yes,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),78.8,4342.32,0
Female,0,Yes,Yes,47,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No,No,Two year,No,Bank transfer (automatic),76.58,3619.64,0
Female,0,No,No,41,Yes,No phone service,DSL,No internet service,No,No internet service,No internet service,Yes,No,Month-to-month,No,Electronic check,115.54,4740.27,0
Male,0,No,No,26,No,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,57.71,1496.6,1
Female,0,Yes,No,51,Yes,Yes,Fiber optic,No internet service,No,No,No,No internet service,No internet service,One year,Yes,Bank transfer (automatic),41.48,2074.47,0
Male,0,Yes,No,41,Yes,No,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,No,Credit card (automatic),100.66,4186.11,0
Male,0,No,Yes,31,Yes,Yes,DSL,Yes,No,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,76.93,2365.94,0
Male,0,Yes,No,25,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),52.32,1234.13,0
Female,0,No,Yes,24,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No,No,Month-to-month,No,Credit card (automatic),59.2,1373.59,0
Male,0,Yes,No,22,Yes,Yes,No,Yes,No,Yes,No,No,Yes,One year,No,Credit card (automatic),31.78,598.8,0
Male,0,No,No,56,Yes,Yes,Fiber optic,No,No internet service,Yes,No,Yes,No internet service,One year,No,Credit card (automatic),76.95,4276.48,0
Female,0,No,No,51,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,26.16,1288.71,0
Male,0,No,Yes,30,Yes,No,No,No,No,Yes,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),90.46,2748.53,1
Female,1,Yes,No,63,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),54.33,3451.4,0
Female,0,No,No,70,Yes,No,Fiber optic,Yes,No internet service,No,No,Yes,Yes,Two year,Yes,Electronic check,28.18,1983.23,0
Female,0,Yes,Yes,32,Yes,No,DSL,Yes,No,No internet service,Yes,Yes,No,Month-to-month,Yes,Mailed check,102.92,3340.8,1
Female,0,No,No,1,Yes,No,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,No,Bank transfer (automatic),137.69,78.77,0
Male,0,Yes,Yes,17,Yes,No,DSL,No internet service,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,83.12,1428.96,1
Male,0,No,No,46,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,61.44,2754.34,0
Male,0,Yes,No,32,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,No,No,Two year,Yes,Bank transfer (automatic),41.2,1294.56,0
Male,0,No,No,34,Yes,No,No,Yes,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,77.86,2664.3,1
Female,0,Yes,No,50,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),89.1,4428.41,1
Male,0,No,No,17,Yes,No,Fiber optic,No internet service,No internet service,No,No,No,Yes,Two year,No,Mailed check,70.21,1275.23,0
Female,0,No,Yes,71,Yes,No,Fiber optic,No internet service,No,No,Yes,No internet service,Yes,One year,Yes,Credit card (automatic),96.86,6859.66,1
Male,0,No,Yes,29,Yes,No,DSL,No,Yes,No,Yes,No internet service,No internet service,One year,Yes,Electronic check,115.42,3387.22,1
Male,0,No,No,43,Yes,No phone service,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Mailed check,32.21,1371.8,0
Female,0,Yes,No,52,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,No,Mailed check,78.82,4105.22,0
Male,0,Yes,No,9,Yes,No,Fiber optic,No,No,No internet service,No internet service,Yes,No,One year,Yes,Credit card (automatic),18.0,143.75,0
Male,0,Yes,No,51,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,45.58,2333.44,0
Female,0,No,No,48,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,91.6,4483.13,0
Male,0,No,No,10,Yes,Yes,DSL,No internet service,Yes,No,No,No,No internet service,One year,Yes,Credit card (automatic),68.6,763.16,0
Male,0,No,No,65,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,21.67,1384.19,0
Male,0,No,No,57,Yes,Yes,No,No internet service,Yes,Yes,No,No,No,Two year,No,Mailed check,101.5,5774.05,0
Female,0,Yes,No,35,No,Yes,Fiber optic,No internet service,Yes,No internet service,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),53.7,1882.04,0
Female,0,Yes,No,32,Yes,No,Fiber optic,Yes,No internet service,Yes,No,No,No,One year,Yes,Credit card (automatic),95.53,3089.06,1
Male,0,No,Yes,46,Yes,No,Fiber optic,Yes,No,No internet service,No,Yes,No,Month-to-month,No,Mailed check,85.38,4020.2,0
Male,0,Yes,No,12,Yes,No,Fiber optic,No,No,No,Yes,No,No internet service,One year,Yes,Credit card (automatic),45.01,604.42,0
Male,0,Yes,No,39,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,Yes,No,One year,Yes,Bank transfer (automatic),96.07,3733.39,1
Female,0,No,No,67,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,79.56,5350.67,0
Male,1,Yes,No,41,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),75.25,3096.54,0
Female,0,No,Yes,18,Yes,Yes,DSL,No internet service,No,Yes,No internet service,No,Yes,Two year,Yes,Electronic check,55.96,976.99,1
Female,1,Yes,No,18,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),36.92,715.24,1
Male,0,Yes,No,57,Yes,No,Fiber optic,No internet service,No,No internet service,No,No internet service,Yes,One year,Yes,Credit card (automatic),57.44,3148.38,0
Female,0,Yes,No,22,Yes,No,Fiber optic,Yes,Yes,No,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),56.79,1299.69,0
Female,0,No,No,53,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,95.55,5084.74,0
Female,0,No,No,64,Yes,No,DSL,Yes,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.53,1223.6,0
Female,1,Yes,No,11,Yes,Yes,Fiber optic,No,No internet service,No,No,Yes,Yes,Two year,Yes,Electronic check,114.12,1203.23,1
Female,1,Yes,No,23,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),115.77,2559.42,0
Male,0,No,No,33,Yes,No,Fiber optic,No,No internet service,Yes,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),50.77,1760.25,1
Female,0,No,No,52,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),112.05,5777.02,1
Female,0,No,Yes,7,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),39.83,324.32,0
Female,0,No,No,17,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,No,No,Month-to-month,No,Mailed check,103.81,1812.06,0
Female,1,Yes,No,56,Yes,No phone service,Fiber optic,No,Yes,No internet service,Yes,Yes,No,Month-to-month,Yes,Electronic check,45.41,2536.93,1
Female,1,No,Yes,4,Yes,Yes,DSL,No internet service,Yes,No internet service,No,No,No,Two year,Yes,Mailed check,101.0,370.77,0
Male,0,No,No,25,Yes,Yes,Fiber optic,Yes,Yes,No,No,No internet service,Yes,Two year,No,Credit card (automatic),26.88,697.64,0
Male,0,Yes,No,29,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,102.49,2982.98,1
Female,0,No,Yes,53,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Electronic check,108.66,5805.79,0
Male,0,No,Yes,12,Yes,No,DSL,No,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),25.91,252.25,0
Female,1,No,No,28,Yes,Yes,No,No,Yes,No,No internet service,No,No internet service,One year,Yes,Credit card (automatic),122.72,3487.28,0
Male,0,No,No,2,Yes,Yes,No,Yes,No internet service,No internet service,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.55,268.48,1
Male,0,No,No,57,Yes,Yes,Fiber optic,No,No internet service,No,No,No internet service,No,Two year,No,Bank transfer (automatic),18.0,1013.16,0
Female,0,No,No,1,Yes,No,No,No,No internet service,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),55.3,7.5,0
Female,1,Yes,No,27,Yes,Yes,DSL,No,No,No,Yes,Yes,No internet service,Two year,Yes,Electronic check,101.13,2706.35,1
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),91.69,59.68,0
Female,0,No,No,6,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),73.35,431.06,0
Male,0,No,No,25,Yes,Yes,DSL,Yes,No,No internet service,Yes,Yes,Yes,Two year,No,Credit card (automatic),97.84,2409.09,0
Female,0,No,No,15,Yes,No,DSL,No,No internet service,Yes,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),43.78,679.53,0
